Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.000000,0.223380,0.222222,0.223380,0.065981,0
1962-01-03,0.000000,0.221065,0.219907,0.219907,0.064955,345600
1962-01-04,0.000000,0.221065,0.217593,0.217593,0.064272,216000
1962-01-05,0.000000,0.215856,0.214120,0.214120,0.063246,129600
1962-01-08,0.000000,0.212384,0.210648,0.210648,0.062220,172800
1962-01-09,0.000000,0.212963,0.212963,0.212963,0.062904,43200
1962-01-10,0.000000,0.217593,0.214699,0.217593,0.064272,172800
1962-01-11,0.000000,0.217593,0.216435,0.216435,0.063930,172800
1962-01-12,0.000000,0.217593,0.214120,0.214120,0.063246,259200
1962-01-15,0.000000,0.215856,0.214120,0.214120,0.063246,129600
1962-01-16,0.000000,0.215856,0.212963,0.212963,0.062904,345600
1962-01-17,0.000000,0.215278,0.212963,0.214120,0.063246,259200
1962-01-18,0.000000,0.212963,0.212384,0.212384,0.062733,172800
1962-01-19,0.000000,0.214699,0.213542,0.214699,0.063417,129600
1962-01-22,0.000000,0.212963,0.212384,0.212384,0.062733,172800
1962-01-23,0.000000,0.212963,0.210648,0.210648,0.062220,259200
1962-01-24,0.000000,0.210648,0.209491,0.210069,0.062049,302400
1962-01-25,0.000000,0.210648,0.208912,0.209491,0.061878,129600
1962-01-26,0.000000,0.210648,0.208912,0.208912,0.061707,561600
1962-01-29,0.000000,0.211806,0.209491,0.211806,0.062562,216000
1962-01-30,0.000000,0.214699,0.210648,0.210648,0.062220,734400
1962-01-31,0.000000,0.215278,0.212384,0.215278,0.063588,345600
1962-02-01,0.000000,0.217014,0.214699,0.217014,0.064101,388800
1962-02-02,0.000000,0.228009,0.217593,0.227431,0.067177,2160000
1962-02-05,0.000000,0.240741,0.233796,0.237269,0.070083,1944000
1962-02-06,0.000000,0.248264,0.239583,0.247685,0.073160,2289600
1962-02-07,0.000000,0.259259,0.250000,0.250000,0.073844,3369600
1962-02-08,0.000000,0.253472,0.245949,0.247106,0.072989,1382400
1962-02-09,0.000000,0.247106,0.241898,0.246528,0.072818,777600
1962-02-12,0.000000,0.244213,0.243056,0.244213,0.072134,216000
1962-02-13,0.000000,0.244213,0.241319,0.241898,0.071620,734400
1962-02-14,0.000000,0.240741,0.233796,0.234954,0.069564,1080000
1962-02-15,0.000000,0.234954,0.232639,0.234954,0.069564,302400
1962-02-16,0.000000,0.234954,0.233218,0.233796,0.069222,172800
1962-02-19,0.000000,0.232060,0.232060,0.232060,0.068708,43200
1962-02-20,0.000000,0.229745,0.228009,0.228009,0.067508,86400
1962-02-21,0.000000,0.229167,0.222222,0.222222,0.065795,604800
1962-02-23,0.000000,0.221065,0.219907,0.219907,0.065109,432000
1962-02-26,0.000000,0.224537,0.221065,0.224537,0.066480,259200
1962-02-27,0.000000,0.227431,0.223380,0.227431,0.067337,302400
1962-02-28,0.000000,0.230324,0.224537,0.224537,0.066480,475200
1962-03-01,0.000000,0.226852,0.224537,0.225116,0.066652,259200
1962-03-02,0.000000,0.223958,0.223380,0.223958,0.066309,345600
1962-03-05,0.000000,0.225694,0.224537,0.224537,0.066480,216000
1962-03-06,0.000000,0.227431,0.226273,0.227431,0.067337,86400
1962-03-07,0.000000,0.229167,0.226852,0.228009,0.067508,475200
1962-03-08,0.000000,0.230324,0.229167,0.229167,0.067851,172800
1962-03-09,0.000000,0.228009,0.228009,0.228009,0.067508,43200
1962-03-12,0.000000,0.230903,0.229745,0.230324,0.068194,129600
1962-03-13,0.000000,0.237847,0.231481,0.237847,0.070421,345600
1962-03-14,0.000000,0.244213,0.240741,0.241898,0.071620,864000
1962-03-15,0.000000,0.244792,0.240741,0.243634,0.072134,518400
1962-03-16,0.000000,0.243056,0.237847,0.237847,0.070421,345600
1962-03-19,0.000000,0.238426,0.237269,0.237269,0.070250,86400
1962-03-20,0.000000,0.238426,0.236111,0.237269,0.070250,388800
1962-03-21,0.000000,0.237269,0.236111,0.236111,0.069907,86400
1962-03-22,0.000000,0.235532,0.235532,0.235532,0.069736,129600
1962-03-23,0.000000,0.236111,0.233218,0.233218,0.069050,259200
1962-03-26,0.000000,0.233796,0.230903,0.233796,0.069222,259200
1962-03-27,0.000000,0.232060,0.230324,0.230324,0.068194,86400
1962-03-28,0.000000,0.229167,0.229167,0.229167,0.067851,43200
1962-03-29,0.000000,0.229167,0.229167,0.229167,0.067851,43200
1962-03-30,0.000000,0.230324,0.223958,0.223958,0.066309,432000
1962-04-02,0.000000,0.222801,0.222801,0.222801,0.065966,43200
1962-04-03,0.000000,0.223958,0.222222,0.223958,0.066309,86400
1962-04-04,0.000000,0.223380,0.223380,0.223380,0.066138,172800
1962-04-05,0.000000,0.224537,0.224537,0.224537,0.066480,86400
1962-04-06,0.000000,0.226273,0.222801,0.222801,0.065966,216000
1962-04-09,0.000000,0.222222,0.222222,0.222222,0.065795,86400
1962-04-10,0.000000,0.222512,0.219907,0.219907,0.065109,345600
1962-04-11,0.000000,0.223380,0.221065,0.221065,0.065452,216000
1962-04-12,0.000000,0.218750,0.215278,0.215278,0.063739,302400
1962-04-13,0.000000,0.220486,0.215278,0.219329,0.064938,259200
1962-04-16,0.000000,0.218750,0.218750,0.218750,0.064767,43200
1962-04-17,0.000000,0.218750,0.217593,0.218750,0.064767,0
1962-04-18,0.000000,0.217593,0.217593,0.217593,0.064424,43200
1962-04-19,0.000000,0.218750,0.217593,0.218750,0.064767,172800
1962-04-23,0.000000,0.218171,0.217593,0.218171,0.064595,86400
1962-04-24,0.000000,0.216435,0.215278,0.215278,0.063739,129600
1962-04-25,0.000000,0.216435,0.214699,0.214699,0.063567,388800
1962-04-26,0.000000,0.214120,0.210648,0.210648,0.062368,302400
1962-04-27,0.000000,0.211806,0.207176,0.207176,0.061340,172800
1962-04-30,0.000000,0.208333,0.199074,0.199074,0.058941,432000
1962-05-01,0.000000,0.207176,0.199653,0.207176,0.061340,475200
1962-05-02,0.000000,0.210069,0.207755,0.208912,0.061854,475200
1962-05-03,0.000000,0.210069,0.210069,0.210069,0.062197,129600
1962-05-04,0.000000,0.212384,0.211227,0.212384,0.062882,345600
1962-05-07,0.000000,0.213542,0.211806,0.212963,0.063054,129600
1962-05-08,0.000000,0.214120,0.211227,0.211227,0.062540,259200
1962-05-09,0.000000,0.210069,0.210069,0.210069,0.062197,43200
1962-05-10,0.000000,0.206597,0.203704,0.205440,0.060826,259200
1962-05-11,0.000000,0.206597,0.203704,0.203704,0.060312,259200
1962-05-14,0.000000,0.204861,0.201968,0.204861,0.060655,518400
1962-05-15,0.000000,0.210648,0.207755,0.207755,0.061512,302400
1962-05-16,0.000000,0.207176,0.207176,0.207176,0.061340,43200
1962-05-17,0.000000,0.210648,0.208333,0.208333,0.061683,216000
1962-05-18,0.000000,0.207755,0.204861,0.204861,0.060655,259200
1962-05-21,0.000000,0.203704,0.202546,0.202546,0.059969,259200
1962-05-22,0.000000,0.204861,0.200231,0.200231,0.059454,432000
1962-05-23,0.000000,0.199653,0.194444,0.194444,0.057735,950400
1962-05-24,0.000000,0.194734,0.190394,0.192419,0.057134,1252800
1962-05-25,0.000000,0.192130,0.178241,0.180556,0.053612,907200
1962-05-28,0.000000,0.178819,0.164931,0.164931,0.048972,734400
1962-05-29,0.000000,0.174190,0.159722,0.173611,0.051550,1728000
1962-05-31,0.000000,0.185185,0.182870,0.182870,0.054299,1209600
1962-06-01,0.000000,0.185185,0.180556,0.185185,0.054986,648000
1962-06-04,0.000000,0.182870,0.175926,0.178241,0.052924,388800
1962-06-05,0.000000,0.177083,0.173611,0.173900,0.051635,777600
1962-06-06,0.000000,0.176505,0.173611,0.176505,0.052409,388800
1962-06-07,0.000000,0.178241,0.174769,0.177083,0.052581,259200
1962-06-08,0.000000,0.179398,0.177083,0.177662,0.052752,259200
1962-06-11,0.000000,0.178241,0.176505,0.176505,0.052409,172800
1962-06-12,0.000000,0.173611,0.165509,0.165509,0.049144,432000
1962-06-13,0.000000,0.167824,0.159722,0.159722,0.047426,864000
1962-06-14,0.000000,0.159144,0.151042,0.152199,0.045192,1036800
1962-06-15,0.000000,0.168981,0.152199,0.168981,0.050175,1468800
1962-06-18,0.000000,0.171296,0.164931,0.165509,0.049144,734400
1962-06-19,0.000000,0.163194,0.162037,0.162037,0.048113,172800
1962-06-20,0.000000,0.168981,0.160880,0.166667,0.049488,388800
1962-06-21,0.000000,0.163194,0.158565,0.159722,0.047426,604800
1962-06-22,0.000000,0.163194,0.160301,0.160590,0.047683,950400
1962-06-25,0.000000,0.165509,0.159144,0.165509,0.049144,1382400
1962-06-26,0.000000,0.170139,0.164931,0.164931,0.048972,734400
1962-06-27,0.000000,0.165509,0.162037,0.162037,0.048113,648000
1962-06-28,0.000000,0.170139,0.162037,0.170139,0.050519,864000
1962-06-29,0.000000,0.182292,0.174190,0.179688,0.053354,734400
1962-07-02,0.000000,0.182292,0.176505,0.182292,0.054127,7387200
1962-07-03,0.000000,0.181713,0.178241,0.181713,0.053955,604800
1962-07-05,0.000000,0.182292,0.179398,0.182292,0.054127,259200
1962-07-06,0.000000,0.180556,0.174769,0.174769,0.051893,302400
1962-07-09,0.000000,0.177083,0.177083,0.177083,0.052581,43200
1962-07-10,0.000000,0.184028,0.178241,0.178241,0.052924,993600
1962-07-11,0.000000,0.175926,0.172454,0.174190,0.051722,820800
1962-07-12,0.000000,0.181134,0.175926,0.178819,0.053096,561600
1962-07-13,0.000000,0.181134,0.175926,0.181134,0.053783,432000
1962-07-16,0.000000,0.178819,0.177662,0.177662,0.052752,259200
1962-07-17,0.000000,0.177662,0.177662,0.177662,0.052752,129600
1962-07-18,0.000000,0.175347,0.174190,0.174190,0.051722,172800
1962-07-19,0.000000,0.173611,0.172454,0.172454,0.051206,86400
1962-07-20,0.000000,0.173032,0.172454,0.172454,0.051206,216000
1962-07-23,0.000000,0.173032,0.170718,0.170718,0.050691,172800
1962-07-24,0.000000,0.170139,0.163194,0.163194,0.048457,561600
1962-07-25,0.000000,0.172454,0.164352,0.164352,0.048800,172800
1962-07-26,0.000000,0.169560,0.166088,0.169560,0.050347,345600
1962-07-27,0.000000,0.170139,0.168981,0.169560,0.050347,518400
1962-07-30,0.000000,0.168981,0.167824,0.168981,0.050175,129600
1962-07-31,0.000000,0.172743,0.171296,0.172743,0.051292,388800
1962-08-01,0.000000,0.174190,0.172454,0.172454,0.051206,518400
1962-08-02,0.000000,0.173611,0.172454,0.172454,0.051206,86400
1962-08-03,0.000000,0.171875,0.165509,0.165509,0.049144,475200
1962-08-06,0.000000,0.164352,0.162037,0.164352,0.048800,388800
1962-08-07,0.000000,0.162616,0.162037,0.162616,0.048285,129600
1962-08-08,0.000000,0.170139,0.164931,0.168981,0.050175,604800
1962-08-09,0.000000,0.170718,0.168981,0.168981,0.050175,259200
1962-08-10,0.000000,0.173611,0.168981,0.170139,0.050519,1036800
1962-08-13,0.000000,0.170718,0.168981,0.168981,0.050175,172800
1962-08-14,0.000000,0.168981,0.167245,0.167245,0.049659,172800
1962-08-15,0.000000,0.170139,0.168981,0.170139,0.050519,86400
1962-08-16,0.000000,0.168981,0.168692,0.168981,0.050175,129600
1962-08-17,0.000000,0.169560,0.168981,0.169560,0.050347,86400
1962-08-20,0.000000,0.170139,0.168403,0.168403,0.050003,259200
1962-08-21,0.000000,0.168981,0.166667,0.166667,0.049658,129600
1962-08-22,0.000000,0.169560,0.166088,0.169560,0.050520,302400
1962-08-23,0.000000,0.168981,0.167245,0.168981,0.050348,216000
1962-08-24,0.000000,0.168403,0.167245,0.167245,0.049831,129600
1962-08-27,0.000000,0.166667,0.163194,0.163194,0.048624,518400
1962-08-28,0.000000,0.162616,0.162037,0.162616,0.048451,172800
1962-08-29,0.000000,0.162326,0.162326,0.162326,0.048365,43200
1962-08-30,0.000000,0.163773,0.162326,0.162326,0.048365,259200
1962-08-31,0.000000,0.163773,0.163194,0.163773,0.048796,86400
1962-09-04,0.000000,0.166667,0.163773,0.164352,0.048969,432000
1962-09-05,0.000000,0.163773,0.162037,0.162037,0.048279,388800
1962-09-06,0.000000,0.163773,0.162326,0.163773,0.048796,129600
1962-09-07,0.000000,0.163773,0.163194,0.163773,0.048796,172800
1962-09-10,0.000000,0.164352,0.160301,0.164352,0.048969,518400
1962-09-11,0.000000,0.162616,0.162037,0.162037,0.048279,216000
1962-09-12,0.000000,0.164931,0.162037,0.164931,0.049141,604800
